id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
CLI02506,Benkirane,Houssam,houssam.benkirane@yahoo.fr,1973-03-20,m,Casablanca,0617066863,2025-03-31,Direct
CLI03520,Tahiri,Nassim,nassim.tahiri@hotmail.com,1945-10-17,1,BENI MELLAL,0658309769,2023-06-08,Google SEO
CLI04566,El Bakkali,Rabha,rabha_elbakkali@gmail.com,1970-03-12,female,Tanger,0710867240,2024-08-11,Email
CLI01584,Ksikes,Hafida,hafida_ksikes54@hotmail.com,2015-06-01,Femme,Marrakech,0670098416,2022-05-29,Recommandation
CLI01171,Benhaddou,Mariam,mariam-benhaddou@outlook.com,1981-11-06,Femme,Agadir,0733756569,2024-10-06,Direct
CLI02872,Benjelloun,Abdellatif,abdellatif.benjelloun12@yahoo.fr,1965-05-04,M,Rabat,0612172209,2024-10-25,Recommandation
CLI02177,Tazi,Houda,houda-tazi@hotmail.com,1982-02-02,female,Taza,0722359062,2023-07-12,Direct
CLI02295,Bensouda,Driss,driss.bensouda@outlook.com,1969-05-16,1,OUJDA,0684039726,2025-09-14,Direct
CLI02344,Kettani,Rabha,rabha_kettani@menara.ma,1997-07-08,F,Nador,0624243009,2026-01-18,Instagram
CLI02052,Fennich,Mehdi,mehdifennich@outlook.com,1979-07-30,1,Kenitra,0774339195,2022-08-17,Affichage
CLI02546,Chakir,Mehdi,mehdichakir@outlook.com,1958-08-29,H,El Jadida,0702731603,2023-09-28,TikTok
CLI02654,Moussaoui,Amina,amina_moussaoui@yahoo.fr,1951-09-28,0,marrakech,0774449989,2025-09-14,Google SEO
CLI01020,Zeroual,Amina,amina.zeroual51@menara.ma,1953-04-12,0,El Jadida,0726475286,2025-01-11,Recommandation
CLI04111,Naciri,Hajar,hajar.naciri51@outlook.com,2015-06-01,f,Kenitra,0704409997,2023-12-18,TikTok
CLI03466,Hajji,Fouad,fouad_hajji@gmail.com,2009-12-09,Homme,Marrakech,0758993335,2023-03-19,Direct
CLI04628,Alaoui,Ahmed,ahmedalaoui@hotmail.com,1947-12-08,1,MARRAKECH,0712634267,2022-11-15,Facebook
CLI00945,Chakir,Hicham,hichamchakir@menara.ma,1987-07-31,Homme,Oujda,0604862515,2023-04-15,Facebook
CLI01553,Tazi,Khadija,khadija-tazi@yahoo.fr,1958-11-20,female,Oujda,0654027320,2026-03-02,Instagram
CLI03080,Lamrani,Amina,amina_lamrani@outlook.com,1957-06-21,0,Casablanca,0600932206,2024-12-01,Recommandation
CLI01377,Bakkali,Kawtar,kawtarbakkali11@gmail.com,1979-12-25,Femme,Taza,0770605581,2023-08-19,Direct
CLI03957,Benhaddou,Widad,widad_benhaddou@outlook.com,1983-02-15,F,Oujda,0611723963,2024-11-28,Instagram
CLI00325,Ksikes,Ilham,ilhamksikes92@outlook.com,1984-02-05,Femme,El Jadida,0762639343,2024-09-19,Influenceur
CLI03178,Lamrani,Chaimae,chaimaelamrani@gmail.com,1987-12-12,Femme,Nador,0647877629,2023-02-03,Direct
CLI01225,Ziani,Ghita,ghita_ziani13@hotmail.com,1979-08-13,f,dar beida,0683168163,2025-01-03,Influenceur
CLI04492,El Andaloussi,Meryem,meryemelandaloussi@hotmail.com,2000-05-16,female,meknès,0688009724,2024-03-15,TikTok
CLI03325,Guerrouj,Amine,amine-guerrouj@gmail.com,1958-09-04,male,Fes,0667565298,2024-04-27,Google SEO
CLI01440,Tahiri,Issam,issam-tahiri86@gmail.com,1981-06-02,m,Casablanca,0632036686,2023-10-02,Recommandation
CLI00544,El Hajjaji,Rachid,rachid.elhajjaji70@yahoo.fr,1975-02-05,m,Nador,0729580660,2022-07-25,Instagram
CLI04433,Boulahia,Fatima,fatima.boulahia@yahoo.fr,1984-08-12,Femme,Meknès,0635564167,2026-04-04,Facebook
CLI03647,Bakkali,Reda,malformé@,1989-09-09,Homme,Tanger,0673038200,2023-08-04,Google SEO
CLI02046,El Amrani,Houda,houda-elamrani50@gmail.com,1964-07-05,female,Tanger,0631217817,2025-02-11,Google SEO
CLI01142,El Fassi,Karim,karimelfassi@outlook.com,1958-08-14,m,Tétouan,0634213485,2022-11-07,Recommandation
CLI01566,Benjelloun,Hind,hind.benjelloun@hotmail.com,2004-04-21,F,El Jadida,0696379020,2024-12-31,Email
CLI03479,Ziani,Mohammed,mohammedziani27@outlook.com,1993-04-24,Homme,taza,0757968103,2024-08-25,Facebook
CLI02978,Oulhaj,Ahmed,ahmed_oulhaj62@yahoo.fr,1993-11-19,H,Oujda,0749413309,2025-04-01,Affichage
CLI00775,El Moussaoui,Hamid,hamid_elmoussaoui@outlook.com,1982-02-03,male,Agadir,0724152857,2025-10-02,Facebook
CLI01384,Moussaoui,Najat,najat.moussaoui@outlook.com,1890-01-01,0,Safi,0693252826,2023-02-04,Direct
CLI01976,Belkadi,Sanaa,sanaa.belkadi63@menara.ma,1971-05-04,female,Béni Mellal,0672553205,2024-07-04,Facebook
CLI04310,El Bakkali,Chaimae,chaimaeelbakkali54@gmail.com,2009-06-05,Femme,Tanger,0632631251,2023-01-26,Direct
CLI02555,Zeroual,Hajar,hajarzeroual@gmail.com,1963-11-03,Femme,Rabat,0610758643,2023-03-20,TikTok
CLI00011,El Ghazi,Manal,manal_elghazi@hotmail.com,1976-08-29,F,Casablanca,0740052427,2026-01-17,Affichage
CLI03808,Bouyahia,Driss,drissbouyahia70@gmail.com,1988-12-10,Homme,tangier,0674064708,2022-07-30,Affichage
CLI04090,Alaoui,Walid,walidalaoui42@yahoo.fr,1976-03-15,m,Taza,0664877397,2023-05-27,Affichage
CLI03012,Errami,Hicham,hicham-errami@outlook.com,1991-06-14,male,Oujda,0652056567,2022-11-29,TV
CLI02873,Benali,Widad,widad-benali@yahoo.fr,1999-05-30,F,El Jadida,0734137230,2023-10-12,Direct
CLI04411,Tazi,Amine,aminetazi30@yahoo.fr,1993-09-19,Homme,béni mellal,0662777302,2023-08-14,Email
CLI04934,Errami,Rim,rim.errami90@hotmail.com,1964-10-24,Femme,Tétouan,0637106039,2023-05-21,Recommandation
CLI03368,Idrissi,Hicham,hicham-idrissi@hotmail.com,1988-12-11,Homme,Tanger,0737455766,2024-03-21,Email
CLI03884,El Bakkali,Sara,sara_elbakkali@menara.ma,2004-11-07,Femme,Taza,0658120272,2023-06-08,TikTok
CLI00087,Bakkali,Latifa,latifa_bakkali95@hotmail.com,1980-01-10,0,Fès,0616571208,2022-10-03,Facebook
CLI93397,Bakkali,Youssef,youssef_bakkali@yahoo.fr,1990-08-20,M,Béni Mellal,0611458561,2024-12-02,TV
CLI00728,El Andaloussi,Sanaa,sanaa.elandaloussi76@gmail.com,1958-03-19,F,Taza,0615391149,2023-10-23,Affichage
CLI02935,Filali,Tarik,tarik-filali@outlook.com,1990-08-12,H,Agadir,0704028744,2023-12-30,Direct
CLI01201,El Mansouri,Zakaria,zakariaelmansouri@yahoo.fr,1979-12-03,H,Tétouan,0777265976,2024-06-01,Recommandation
CLI04601,Mernissi,Nabil,nabil.mernissi@gmail.com,1949-09-29,Homme,Tanger,0765562126,2025-02-19,Instagram
CLI00301,Lahlou,Siham,siham_lahlou@yahoo.fr,1957-11-26,f,Kenitra,0638988816,2025-06-19,Direct
CLI04646,Mernissi,Rachid,rachid_mernissi@gmail.com,2007-03-30,H,Béni Mellal,0685286914,2024-08-13,Instagram
CLI03929,Moussaoui,Najat,najat.moussaoui@yahoo.fr,1988-07-15,f,Tétouan,0667161370,2022-07-19,Instagram
CLI04416,Belkadi,Btissam,btissam.belkadi@gmail.com,1945-09-28,f,Marrakech,0677383453,2024-10-14,Influenceur
CLI04420,Oulhaj,Adil,adil.oulhaj43@menara.ma,1976-10-04,Homme,fez,0757951706,2024-05-01,Recommandation
CLI04726,El Khamlichi,Nadia,nadia-elkhamlichi@gmail.com,1956-09-12,F,Taza,0784275846,2023-01-06,Influenceur
CLI01301,El Ghazi,Aicha,aicha-elghazi@outlook.com,1962-10-24,female,Tétouan,0710175900,2022-12-02,Instagram
CLI02167,El Hamdouchi,Amine,amineelhamdouchi@gmail.com,2015-06-01,m,Rabat,0752340870,2022-12-11,TikTok
CLI01726,Lahlou,Sara,sara_lahlou61@outlook.com,1981-09-05,0,Casablanca,0795285994,2023-12-17,Direct
CLI03604,Hajji,Bilal,bilal_hajji21@yahoo.fr,1991-09-14,male,fès,0760764420,2023-10-21,Direct
CLI03636,Rhazouani,Hassan,hassan-rhazouani@yahoo.fr,2002-11-21,Homme,Rabat,0727420784,2022-07-15,Facebook
CLI04157,Lamrani,Samir,samirlamrani@menara.ma,1946-06-06,H,Tétouan,0780159885,2023-11-30,Instagram
CLI00735,Benjelloun,Btissam,btissam.benjelloun@outlook.com,1984-03-02,F,Kenitra,0697168157,2025-10-30,Facebook
CLI04475,El Bakkali,Kawtar,kawtar-elbakkali@yahoo.fr,1970-01-26,Femme,Rabat,0765823814,2025-07-14,Recommandation
CLI02572,Hajji,Btissam,btissamhajji@gmail.com,1985-12-04,female,Oujda,0641741465,2025-10-29,TikTok
CLI01181,Naciri,Khalid,khalid_naciri15@outlook.com,1947-10-04,Homme,Tanger,0671698837,2022-12-03,Instagram
CLI03549,El Andaloussi,Aicha,aicha.elandaloussi48@gmail.com,1958-12-15,Femme,Oujda,0642105435,2023-09-09,Instagram
CLI00402,Benjelloun,Mehdi,mehdi.benjelloun@outlook.com,1983-02-07,Homme,Marrakech,0779121416,2025-04-04,Instagram
CLI03742,Drissi,Nour,nour-drissi12@outlook.com,1978-06-06,female,Casablanca,0682938074,2025-11-02,Email
CLI03568,El Azzouzi,Rim,rimelazzouzi@outlook.com,1994-10-29,0,Casablanca,0758701529,2024-09-17,TikTok
CLI04954,Belkadi,Ilham,ilhambelkadi@yahoo.fr,1966-08-13,Femme,Tétouan,0768492705,2024-05-08,Influenceur
CLI00008,El Fassi,Btissam,btissam-elfassi8@yahoo.fr,2002-11-29,Femme,Rabat,0681219136,2023-05-10,Instagram
CLI00582,El Moussaoui,Naima,naima_elmoussaoui@outlook.com,1995-09-11,0,Nador,0629493817,2024-01-05,Email
CLI00038,Lamrani,Malika,malika-lamrani@menara.ma,1958-04-27,F,Meknès,0670289517,2024-03-12,Instagram
CLI04581,El Khamlichi,Ayoub,ayoub_elkhamlichi@hotmail.com,1952-02-19,male,Casablanca,0652111697,2024-09-16,Email
CLI04912,Lahlou,Issam,issam.lahlou@menara.ma,1973-01-03,male,Béni Mellal,0677286409,2024-03-16,Email
CLI04833,Lahlou,Manal,manal-lahlou@menara.ma,1957-08-13,F,Meknès,0617868088,2025-02-26,Affichage
CLI04330,El Khamlichi,Mohammed,mohammedelkhamlichi95@gmail.com,1977-07-10,M,Taza,0777477313,2025-08-26,Email
CLI01547,Saidi,Aziz,aziz-saidi98@outlook.com,1951-05-07,m,Meknès,0707181292,2024-06-16,Email
CLI01482,Guerrouj,Aicha,aicha_guerrouj@hotmail.com,2003-02-02,F,Tanger,0626452573,2025-01-24,Email
CLI00461,Kettani,Rania,rania.kettani@yahoo.fr,2007-12-04,F,El Jadida,0776655868,2025-08-19,TikTok
CLI01918,Bouyahia,Hicham,hicham_bouyahia33@hotmail.com,1987-04-25,m,Casablanca,0787199425,2024-11-13,Google SEO
CLI03272,Saidi,Hajar,hajar-saidi@outlook.com,2000-06-22,0,Tanger,0734749230,2024-08-06,Affichage
CLI04889,Zeroual,Anass,anasszeroual@hotmail.com,1973-09-12,H,rabat,0785942172,2024-06-07,Influenceur
CLI02975,Rhazouani,Hajar,hajar.rhazouani@menara.ma,1990-07-22,f,Meknès,0645018187,2023-12-07,Affichage
CLI00145,Bakkali,Hicham,hicham_bakkali@hotmail.com,1987-10-31,male,El Jadida,0696902959,2025-05-03,Email
CLI00466,Tazi,Adil,adil_tazi4@hotmail.com,1955-05-15,H,El Jadida,0696027523,2022-11-13,Email
CLI01562,Errami,Siham,siham-errami@outlook.com,1985-04-10,F,El Jadida,0641700545,2025-09-12,TikTok
CLI01742,El Moussaoui,Karim,karim-elmoussaoui99@menara.ma,1999-07-11,1,Nador,0716599194,2024-08-25,TikTok
CLI02829,Boulahia,Simo,simo-boulahia55@menara.ma,2000-02-02,H,Fès,0676391694,2022-10-25,TV
CLI00419,Drissi,Houda,houda.drissi@yahoo.fr,1991-08-10,Femme,RABAT,0659892625,2022-10-13,Influenceur
CLI00291,Cherkaoui,Yasmine,yasmine.cherkaoui3@yahoo.fr,1980-08-20,Femme,Safi,0779887749,2022-08-28,Facebook
CLI03157,Lahlou,Hassan,hassan.lahlou@hotmail.com,1996-12-20,Homme,Marrakech,0746978513,2022-08-13,Influenceur
CLI00543,El Ghazi,Simo,simoelghazi@menara.ma,1948-02-23,m,Béni Mellal,0605092221,2023-04-10,Influenceur
CLI04809,Boulahia,Hajar,hajar.boulahia@yahoo.fr,1995-04-09,Femme,Kenitra,0635672152,2025-08-31,Recommandation
CLI01390,Chakir,Fatima,fatima_chakir@outlook.com,2005-08-20,female,Marrakech,0687321078,2022-10-23,Affichage
CLI03022,Tazi,Jamal,jamal-tazi@gmail.com,1954-11-09,Homme,Fès,0730043359,2024-02-22,Google SEO
CLI01994,Benkirane,Souad,souad-benkirane@hotmail.com,1984-08-11,female,Rabat,0746862966,2025-07-23,Instagram
CLI04968,Naciri,Anass,anassnaciri@gmail.com,1992-04-17,m,Fès,0758754596,2023-06-15,Instagram
CLI01949,Oulhaj,Fouad,fouad.oulhaj99@hotmail.com,1948-12-19,male,Nador,0649418016,2023-02-11,TV
CLI04874,Cherkaoui,Youssef,youssefcherkaoui@yahoo.fr,1987-08-28,m,Oujda,0681341642,2023-07-22,Direct
CLI01256,Hajji,Amine,amine_hajji96@menara.ma,1957-08-06,H,Kenitra,0730101278,2024-07-09,TV
CLI02091,Moussaoui,Laila,laila.moussaoui@hotmail.com,1981-12-08,0,Béni Mellal,0719379022,2025-07-23,TV
CLI02494,Alaoui,Amine,amine.alaoui@yahoo.fr,1996-04-01,male,safi,0605074950,2024-01-12,Recommandation
CLI01383,Benkirane,Hamid,hamid-benkirane@gmail.com,1959-12-23,m,Safi,0602364169,2022-10-20,Email
CLI03602,Lamrani,Nabil,nabil_lamrani58@yahoo.fr,1890-01-01,male,Taza,0652617515,2024-03-06,Recommandation
CLI04611,El Andaloussi,Ayoub,ayoubelandaloussi@hotmail.com,1890-01-01,Homme,El Jadida,0689162152,2023-01-14,TV
CLI03762,Zeroual,Abdellatif,abdellatif-zeroual79@gmail.com,1945-12-07,m,Kenitra,0670261259,2025-07-19,Facebook
CLI01333,Ouazzani,Latifa,latifa.ouazzani@gmail.com,1967-10-01,f,dar beida,0648581970,2024-01-31,Instagram
CLI01386,Guerrouj,Hanane,hanane-guerrouj33@hotmail.com,2006-07-02,f,Oujda,0655590627,2023-07-13,Affichage
CLI00262,Berrada,Btissam,btissam_berrada90@gmail.com,1959-07-03,0,Kenitra,0627238656,2023-11-22,Facebook
CLI04931,Drissi,Imane,imane.drissi@gmail.com,1961-02-10,0,safi,0695483249,2022-09-13,Facebook
CLI01773,El Hamdouchi,Hajar,hajar-elhamdouchi@hotmail.com,2009-01-19,female,Oujda,0692497265,2023-05-12,TikTok
CLI04532,Naciri,Driss,driss_naciri64@yahoo.fr,1984-02-11,H,Casablanca,0686175565,2024-06-18,Instagram
CLI04978,El Azzouzi,Chaimae,chaimae.elazzouzi@hotmail.com,1992-01-18,female,Kénitra,0611026431,2022-10-19,Direct
CLI00655,Oulhaj,Youssef,youssef.oulhaj63@hotmail.com,2009-11-09,M,Taza,0663280944,2023-06-24,Affichage
CLI00409,El Andaloussi,Rachid,rachid-elandaloussi@yahoo.fr,2009-11-28,H,Meknès,0752899316,2024-02-27,Google SEO
CLI04029,Bouazza,Aicha,aichabouazza43@outlook.com,1984-08-06,F,Nador,0779109922,2023-12-09,Google SEO
CLI02278,Rhazouani,Oumaima,oumaimarhazouani@menara.ma,2006-08-03,F,Fes,0600022750,2023-12-29,TV
CLI00821,Tahiri,Samira,samira_tahiri@yahoo.fr,2004-03-12,0,Rabat,0675360511,2022-07-10,Direct
CLI00500,Chraibi,Amina,amina-chraibi@hotmail.com,1986-03-29,0,Fès,0620569815,2025-10-16,Facebook
CLI01176,Mernissi,Amina,amina-mernissi@outlook.com,1992-08-17,f,agadir,0600848426,2025-07-22,Recommandation
CLI04575,El Andaloussi,Salma,salma_elandaloussi@gmail.com,1953-10-27,Femme,Kenitra,0633900746,2023-08-13,Facebook
CLI02403,Cherkaoui,Kawtar,kawtar.cherkaoui91@menara.ma,2003-05-02,f,Tétouan,0658271732,2026-02-18,Google SEO
CLI04445,El Mansouri,Zineb,zineb.elmansouri@menara.ma,1952-06-28,F,Safi,0771436917,2024-06-02,Instagram
CLI01776,Cherkaoui,Mariam,mariamcherkaoui@outlook.com,1963-04-18,0,tetouan,0683193465,2023-05-08,Google SEO
CLI00203,El Amrani,Fatima,fatima_elamrani@outlook.com,1959-10-24,F,Casablanca,0684895543,2022-05-21,TV
CLI00255,Tazi,Bilal,bilal_tazi80@gmail.com,1997-01-24,M,El Jadida,0793214958,2025-07-16,Direct
CLI01425,Benomar,Driss,driss-benomar@gmail.com,1990-11-14,m,Béni Mellal,0692010297,2022-06-26,TikTok
CLI01995,El Andaloussi,Hind,hindelandaloussi@yahoo.fr,2003-07-26,Femme,El Jadida,0792627350,2025-11-20,Influenceur
CLI04554,Lahlou,Anass,anass.lahlou@menara.ma,1972-11-13,H,Taza,0675791882,2025-08-27,Influenceur
CLI02630,Drissi,Chaimae,chaimae.drissi@outlook.com,1967-10-07,F,Marrakech,0621194572,2025-11-06,Google SEO
CLI03519,Fennich,Khadija,khadija.fennich20@hotmail.com,1948-10-17,F,Béni Mellal,0691658064,2025-04-27,Email
CLI00442,El Mansouri,Othmane,othmane-elmansouri50@gmail.com,1991-11-12,M,Meknès,0672131451,2022-06-30,TV
CLI04089,Chraibi,Mariam,mariam.chraibi@menara.ma,1961-02-18,Femme,Marrakech,0651340174,2025-04-28,TV
CLI02850,Oulhaj,Ali,alioulhaj@hotmail.com,1950-02-19,M,Taza,0642387680,2025-02-25,TV
CLI04597,El Mansouri,Siham,siham-elmansouri@outlook.com,1975-05-12,female,Taza,0687731879,2022-11-14,Affichage
CLI03450,El Ouafi,Mustapha,mustapha_elouafi@yahoo.fr,1985-11-27,H,Casablanca,0791310465,2023-10-29,Facebook
CLI02051,Chakir,Ayoub,ayoub_chakir@gmail.com,1967-03-27,M,Meknès,0730924074,2023-01-06,Instagram
CLI00617,Zeroual,Issam,issam.zeroual@menara.ma,1994-12-02,m,Tétouan,0617392957,2025-04-27,Affichage
CLI02047,Errami,Loubna,loubna_errami@menara.ma,1999-03-30,F,NADOR,0604165272,2026-03-13,Influenceur
CLI03717,El Ghazi,Hajar,hajar-elghazi@outlook.com,2006-05-07,female,Casablanca,0739005067,2025-06-11,Recommandation
CLI02116,El Moussaoui,Salma,salma_elmoussaoui@outlook.com,1985-07-02,0,Nador,0707319718,2024-11-24,TV
CLI02241,Lamrani,Chaimae,chaimaelamrani@outlook.com,2006-06-22,f,Taza,0786804394,2023-06-27,Facebook
CLI04109,Drissi,Tarik,tarik-drissi@outlook.com,1963-04-15,M,Agadir,0778168965,2024-11-26,TikTok
CLI03344,Filali,Mustapha,mustaphafilali54@gmail.com,1948-01-21,1,Meknès,0605633640,2023-03-06,TV
CLI04632,Saidi,Reda,reda.saidi89@gmail.com,2009-03-19,M,Taza,0739313895,2023-03-08,TikTok
CLI02701,Lahlou,Samir,samirlahlou@outlook.com,1975-03-06,1,agadir,0709523814,2025-10-29,TV
CLI04936,El Ghazi,Houda,houda.elghazi@yahoo.fr,1950-11-09,0,Fès,0665463960,2025-06-08,TV
CLI03848,Fennich,Meryem,meryem_fennich@gmail.com,1961-03-16,0,Meknès,0690738756,2024-03-05,TikTok
CLI03007,El Ouafi,Nour,nour.elouafi33@menara.ma,2009-10-23,f,Taza,0682224132,2025-09-20,TV
CLI00306,Errami,Ilham,ilham_errami@yahoo.fr,2005-03-26,F,Tétouan,0773864631,2023-10-09,Direct
CLI02693,Moussaoui,Anass,anassmoussaoui96@gmail.com,1956-05-08,m,Béni Mellal,0604687975,2025-10-10,Facebook
CLI00464,Benhaddou,Tarik,tarik_benhaddou@yahoo.fr,1956-06-09,H,Tanger,0625895529,2026-02-24,Influenceur
CLI03105,Idrissi,Mehdi,mehdi.idrissi@outlook.com,1983-08-03,M,Fès,0701126992,2024-09-15,Affichage
CLI01385,El Bakkali,Hicham,hicham-elbakkali@outlook.com,1969-02-21,Homme,Meknès,0744843686,2022-11-19,Affichage
CLI02068,Benkirane,Aicha,aichabenkirane@yahoo.fr,1996-12-25,0,Taza,0768329876,2026-03-19,Affichage
CLI00171,Errami,Meryem,meryem.errami@outlook.com,2001-12-26,Femme,mkch,0658891637,2022-07-13,TikTok
CLI03399,El Amrani,Issam,issamelamrani67@hotmail.com,1995-08-12,m,Fès,0787472673,2025-03-20,Facebook
CLI01600,El Ouafi,Chaimae,chaimae.elouafi@gmail.com,2002-04-30,0,Oujda,0793549210,2023-01-03,Instagram
CLI00032,Lamrani,Hafida,hafidalamrani@gmail.com,1976-06-28,0,TAZA,0624210249,2023-12-13,TV
CLI00504,Zeroual,Riad,riad.zeroual@menara.ma,1993-12-23,male,Fès,0767430003,2023-06-27,Affichage
CLI03966,Naciri,Rachid,rachid_naciri@gmail.com,1996-07-26,1,Safi,0706088247,2024-11-29,TV
CLI03393,Bakkali,Youssef,youssef.bakkali@hotmail.com,1961-02-03,Homme,Marrakech,0762655615,2025-07-13,Direct
CLI01655,Chraibi,Bilal,bilal.chraibi@gmail.com,1955-09-10,m,béni mellal,0785095914,2023-08-13,TikTok
CLI04364,El Hajjaji,Hamid,hamidelhajjaji@hotmail.com,1992-01-02,male,Agadir,0793210985,2025-03-19,TikTok
CLI01761,El Hamdouchi,Driss,driss-elhamdouchi@outlook.com,1995-07-18,H,Tanger,0761853608,2023-10-03,Direct
CLI01209,Benhaddou,Hajar,hajar-benhaddou@hotmail.com,1957-07-11,female,Marrakech,0669580504,2024-12-02,TikTok
CLI01362,Tazi,Omar,omar-tazi29@hotmail.com,1974-04-26,m,Rabat,0715890418,2025-10-04,Facebook
CLI02162,Tazi,Khalid,khalidtazi5@menara.ma,1946-08-30,male,TETOUAN,0659412345,2023-06-01,TV
CLI01747,Belkadi,Salma,salma.belkadi@yahoo.fr,1951-03-26,female,Meknès,0666894093,2022-07-14,Influenceur
CLI93935,Moussaoui,Ilyas,ilyasmoussaoui@hotmail.com,2002-07-18,m,Oujda,0606616903,2026-01-06,Influenceur
CLI02247,Bouazza,Omar,omar.bouazza@hotmail.com,1981-05-22,m,Agadir,0767323836,2024-03-11,Affichage
CLI02427,Bouyahia,Reda,reda-bouyahia@yahoo.fr,2015-06-01,Homme,Rabat,0787359754,2022-11-16,Email
CLI04273,Drissi,Hanane,hanane.drissi@menara.ma,2002-07-13,F,Béni Mellal,0765248826,2024-11-10,TikTok
CLI02537,Filali,Mariam,mariam_filali82@outlook.com,1982-04-04,Femme,Rabat,0638543767,2025-02-28,Email
CLI00839,Ouazzani,Aicha,aichaouazzani10@outlook.com,2008-06-09,Femme,El Jadida,0634078516,2025-11-05,TV
CLI04148,El Khamlichi,Hanane,hanane.elkhamlichi@menara.ma,1959-11-14,0,Agadir,0734592021,2023-06-16,Email
CLI02140,Belkadi,Brahim,brahim_belkadi@hotmail.com,2009-07-08,male,AGADIR,0708030892,2023-08-07,Facebook
CLI01578,Chakir,Hajar,hajar_chakir@gmail.com,1948-11-15,F,casa,0621689745,2026-04-09,Email
CLI00988,Alaoui,Malika,malika_alaoui@gmail.com,1956-11-07,0,Kénitra,0749525492,2024-06-12,Google SEO
CLI04032,Berrada,Mehdi,mehdi.berrada@yahoo.fr,1982-07-22,M,Nador,0770839540,2022-10-21,Influenceur
CLI03195,Lamrani,Sara,sara-lamrani@yahoo.fr,1961-05-31,Femme,El Jadida,0758702307,2022-12-30,Instagram
CLI01183,El Moussaoui,Ahmed,ahmed-elmoussaoui46@yahoo.fr,2001-07-11,1,Kenitra,0735339982,2025-06-28,Recommandation
CLI01405,Zeroual,Chaimae,chaimae_zeroual@yahoo.fr,1977-12-07,0,Meknès,0662654347,2023-10-19,TikTok
CLI01847,El Amrani,Nassim,nassim-elamrani@yahoo.fr,1984-05-25,m,Safi,0696527295,2022-07-28,TV
CLI03463,Benomar,Btissam,btissambenomar15@yahoo.fr,1965-06-28,0,Casablanca,0727573320,2025-05-18,Google SEO
CLI90269,El Ouafi,Laila,laila.elouafi@outlook.com,1961-10-09,F,Nador,0662921350,2022-08-03,Instagram
CLI03575,El Andaloussi,Mohammed,mohammed-elandaloussi@hotmail.com,1998-07-06,H,Meknès,0776829967,2026-04-18,Facebook
CLI04355,Benomar,Btissam,btissambenomar22@hotmail.com,2007-05-26,female,Tétouan,0700734953,2025-02-09,Affichage
CLI02099,El Bakkali,Ilham,incomplet,1962-08-18,female,Tanger,0639939256,2024-04-28,Direct
CLI02358,Chraibi,Laila,laila-chraibi@yahoo.fr,2000-06-12,female,Oujda,0723710029,2025-06-19,TikTok
CLI03985,Ziani,Fatima,fatima.ziani55@menara.ma,1994-09-25,F,fez,0687888588,2024-07-27,Facebook
CLI04551,Filali,Najat,najat-filali@outlook.com,1992-03-02,Femme,Oujda,0606629439,2025-04-14,Direct
CLI02452,Saidi,Laila,laila.saidi@yahoo.fr,1997-12-17,0,Kenitra,0687368072,2024-07-01,TV
CLI01690,Naciri,Salma,salma_naciri73@hotmail.com,1990-02-06,0,MARRAKECH,0757953723,2022-03-24,Direct
CLI04225,Belkadi,Hicham,@sansdomaine,1985-01-13,M,Tanger,0704782773,2025-01-12,Recommandation
CLI00263,El Mansouri,Meryem,meryem.elmansouri63@gmail.com,1955-03-12,F,Taza,0792786876,2023-10-11,TikTok
CLI02144,Cherkaoui,Reda,reda-cherkaoui91@hotmail.com,1950-11-09,H,Marrakech,0651980702,2024-04-11,Direct
CLI04876,Ksikes,Badr,badr.ksikes70@gmail.com,1994-05-08,m,Kenitra,0765185166,2023-11-08,Email
CLI00101,Alaoui,Anass,anass_alaoui@yahoo.fr,2015-06-01,1,Fès,0793785477,2024-06-25,Direct
CLI01155,Bouyahia,Btissam,btissam-bouyahia@outlook.com,1995-06-03,f,El Jadida,0743699055,2022-11-08,Affichage
CLI02008,El Azzouzi,Hamid,hamid-elazzouzi@hotmail.com,1988-01-02,Homme,Rabat,0757207980,2025-03-13,Recommandation
CLI04307,Errami,Samira,samira.errami29@hotmail.com,1975-08-24,female,Meknès,0641521386,2023-06-17,Direct
CLI01465,Tazi,Naima,pasdearobase.com,1994-12-28,0,El Jadida,0741572814,2025-09-16,Email
CLI04139,Ksikes,Samir,samir_ksikes@yahoo.fr,1990-09-05,M,Rabat,0667855576,2023-12-18,Google SEO
CLI04162,Bouyahia,Amine,amine.bouyahia59@outlook.com,1946-08-21,m,MEKNES,0670303687,2024-11-25,Email
CLI01205,El Azzouzi,Ahmed,ahmed_elazzouzi@hotmail.com,1990-01-15,Homme,Safi,0662007302,2025-08-31,Recommandation
CLI00564,Benkirane,Simo,simo.benkirane@yahoo.fr,1948-01-22,Homme,Nador,0616331942,2022-12-05,Facebook
CLI01692,Moussaoui,Mehdi,mehdi-moussaoui@yahoo.fr,1985-07-06,1,Casablanca,0796284076,2026-02-23,TV
CLI04276,Berrada,Driss,driss-berrada79@menara.ma,1982-06-26,1,Safi,0719730141,2023-09-03,Instagram
CLI03564,Benhaddou,Issam,issam-benhaddou@hotmail.com,1945-12-12,Homme,Safi,0775523033,2026-03-02,TikTok
CLI01825,Alaoui,Hajar,hajar.alaoui@yahoo.fr,1966-04-18,f,Béni Mellal,0741645086,2022-07-18,Facebook
